"Hole_Id","Project_Id","Easting","Northing","Elevation","Td","CAMPANA","Drill_Type","Start_Date","End_Date","HL_MOD2025","Collar_Type","Start_Year"
"AD24-F03-0272","QE",328024.10900000,8107796.10100000,3750.20700000,60.00000000,"AD2024","RC",12/8/2024 00:00:00,12/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0276","QE",328025.87500000,8107879.69100000,3735.01400000,60.00000000,"AD2024","RC",11/9/2024 00:00:00,23/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0277","QE",328020.01500000,8107899.21700000,3734.96900000,75.00000000,"AD2024","RC",26/8/2024 00:00:00,26/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0278","QE",328039.49400000,8107917.22600000,3735.11100000,90.00000000,"AD2024","RC",27/8/2024 00:00:00,27/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0279","QE",328042.20800000,8107902.65300000,3735.24400000,75.00000000,"AD2024","RC",27/8/2024 00:00:00,27/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0280","QE",328042.25700000,8107882.14100000,3734.86900000,75.00000000,"AD2024","RC",27/8/2024 00:00:00,27/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0283","QE",328058.32500000,8107859.17800000,3734.72100000,75.00000000,"AD2024","RC",29/8/2024 00:00:00,29/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0284","QE",328060.51800000,8107880.73300000,3734.75600000,75.00000000,"AD2024","RC",28/8/2024 00:00:00,28/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0285","QE",328059.03100000,8107899.94300000,3735.20100000,75.00000000,"AD2024","RC",28/8/2024 00:00:00,28/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0286","QE",328058.85300000,8107922.25500000,3735.27000000,90.00000000,"AD2024","RC",30/8/2024 00:00:00,31/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0287","QE",328062.49200000,8107941.57100000,3734.95700000,90.00000000,"AD2024","RC",30/8/2024 00:00:00,30/10/2024 00:00:00,1,"DDH",2024
"AD24-F03-0289","QE",328080.95800000,8107921.96600000,3734.98900000,90.00000000,"AD2024","RC",2/9/2024 00:00:00,3/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0291","QE",328084.05000000,8107879.96900000,3734.55100000,75.00000000,"AD2024","RC",29/8/2024 00:00:00,30/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0293","QE",328102.39400000,8107849.84900000,3749.72900000,60.00000000,"AD2024","RC",13/8/2024 00:00:00,13/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0297","QE",328101.15700000,8107942.00300000,3735.16400000,90.00000000,"AD2024","RC",4/9/2024 00:00:00,4/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0298","QE",328101.36900000,8107959.82600000,3735.09500000,90.00000000,"AD2024","RC",4/9/2024 00:00:00,4/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0304","QE",328117.69800000,8107837.91800000,3749.69600000,60.00000000,"AD2024","RC",13/8/2024 00:00:00,13/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0305","QE",328122.46200000,8107824.13900000,3749.73300000,60.00000000,"AD2024","RC",13/8/2024 00:00:00,13/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0306","QE",328137.83000000,8107829.28700000,3750.00700000,48.00000000,"AD2024","RC",14/8/2024 00:00:00,14/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0307","QE",328140.05900000,8107841.52000000,3749.74000000,60.00000000,"AD2024","RC",13/8/2024 00:00:00,13/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0308","QE",328142.34700000,8107860.79600000,3749.60500000,60.00000000,"AD2024","RC",13/8/2024 00:00:00,13/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0309","QE",328139.18700000,8107878.73900000,3734.70100000,60.00000000,"AD2024","RC",7/9/2024 00:00:00,7/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0310","QE",328137.01600000,8107895.94300000,3734.52200000,60.00000000,"AD2024","RC",7/10/2024 00:00:00,7/10/2024 00:00:00,1,"DDH",2024
"AD24-F03-0314","QE",328180.66100000,8107982.65100000,3734.83400000,75.00000000,"AD2024","RC",5/9/2024 00:00:00,5/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0315","QE",328159.88900000,8107962.82300000,3734.82200000,90.00000000,"AD2024","RC",5/9/2024 00:00:00,5/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0318","QE",328157.32300000,8107895.59500000,3734.41100000,75.00000000,"AD2024","RC",8/9/2024 00:00:00,8/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0319","QE",328158.08500000,8107880.74000000,3734.54800000,60.00000000,"AD2024","RC",7/10/2024 00:00:00,7/10/2024 00:00:00,1,"DDH",2024
"AD24-F03-0320","QE",328161.35600000,8107858.81200000,3750.01000000,60.00000000,"AD2024","RC",14/8/2024 00:00:00,14/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0322","QE",328178.97100000,8107882.42300000,3734.34200000,60.00000000,"AD2024","RC",7/9/2024 00:00:00,7/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0323","QE",328176.26200000,8107897.94800000,3734.48200000,75.00000000,"AD2024","RC",8/9/2024 00:00:00,8/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0326","QE",328179.79000000,8107959.88900000,3734.74000000,90.00000000,"AD2024","RC",3/9/2024 00:00:00,4/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0329","QE",328199.47900000,8107961.16400000,3734.67300000,90.00000000,"AD2024","RC",5/9/2024 00:00:00,6/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0330","QE",328203.92800000,8107945.80100000,3751.17800000,90.00000000,"AD2024","RC",14/8/2024 00:00:00,14/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0331","QE",328195.51700000,8107916.53600000,3734.62300000,75.00000000,"AD2024","RC",11/9/2024 00:00:00,23/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0332","QE",328198.05800000,8107893.90400000,3734.40200000,60.00000000,"AD2024","RC",8/9/2024 00:00:00,8/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0333","QE",328212.05500000,8107900.21500000,3734.45100000,60.00000000,"AD2024","RC",9/9/2024 00:00:00,9/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0334","QE",328239.52600000,8107936.35800000,3751.34700000,90.00000000,"AD2024","RC",15/8/2024 00:00:00,16/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0334A","QE",328211.42000000,8107916.27400000,3734.66500000,75.00000000,"AD2024","RC",10/9/2024 00:00:00,10/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0335","QE",328217.57100000,8107944.39000000,3734.72300000,90.00000000,"AD2024","RC",5/9/2024 00:00:00,6/9/2024 00:00:00,1,"DDH",2024
"AD24-F03-0336","QE",328220.85000000,8107960.70500000,3751.27100000,90.00000000,"AD2024","RC",15/8/2024 00:00:00,16/8/2024 00:00:00,1,"DDH",2024
"AD24-F03-0337","QE",328214.67000000,8107979.78100000,3736.73700000,90.00000000,"AD2024","RC",6/9/2024 00:00:00,6/9/2024 00:00:00,1,"DDH",2024
"ADF2N-00010","QE",326523.47100000,8109093.27600000,3600.04000000,60.00000000,"AD2024","RC",4/10/2024 00:00:00,4/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00011","QE",326523.17800000,8109079.23700000,3600.00600000,60.00000000,"AD2024","RC",5/10/2024 00:00:00,5/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00018","QE",326536.90500000,8109057.75500000,3600.31300000,60.00000000,"AD2024","RC",5/10/2024 00:00:00,5/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00019","QE",326540.18100000,8109077.37300000,3600.15900000,60.00000000,"AD2024","RC",5/10/2024 00:00:00,5/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00020","QE",326542.09300000,8109096.78800000,3599.97400000,60.00000000,"AD2024","RC",6/10/2024 00:00:00,6/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00029","QE",326583.30500000,8109061.21100000,3599.30900000,60.00000000,"AD2024","RC",7/10/2024 00:00:00,7/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00034","QE",326597.18300000,8109062.67700000,3599.55000000,60.00000000,"AD2024","RC",7/10/2024 00:00:00,7/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00035","QE",326596.16500000,8109039.77200000,3600.54400000,60.00000000,"AD2024","RC",13/10/2024 00:00:00,13/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00036","QE",326601.51400000,8109023.95700000,3600.51500000,60.00000000,"AD2024","RC",12/10/2024 00:00:00,12/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00038","QE",326613.20400000,8109055.94200000,3600.77900000,60.00000000,"AD2024","RC",13/10/2024 00:00:00,13/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00045","QE",326635.64900000,8109036.66100000,3601.18500000,60.00000000,"AD2024","RC",10/10/2024 00:00:00,11/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00046","QE",326632.78500000,8109029.66800000,3601.19500000,60.00000000,"AD2024","RC",11/10/2024 00:00:00,11/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00135","QE",327014.96000000,8108955.88700000,3615.43300000,32.00000000,"AD2024","RC",8/10/2024 00:00:00,8/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00138","QE",327023.90800000,8108962.57900000,3615.84100000,60.00000000,"AD2024","RC",15/10/2024 00:00:00,15/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00144","QE",327041.24200000,8108942.86800000,3616.57500000,90.00000000,"AD2024","RC",14/10/2024 00:00:00,15/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00145","QE",327039.70900000,8108961.24100000,3618.60500000,75.00000000,"AD2024","RC",13/10/2024 00:00:00,14/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00146","QE",327038.46700000,8108982.42700000,3615.95800000,60.00000000,"AD2024","RC",13/10/2024 00:00:00,13/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00147","QE",327059.81700000,8108940.63100000,3616.57600000,60.00000000,"AD2024","RC",15/10/2024 00:00:00,15/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00153","QE",327070.33900000,8108957.28300000,3615.37800000,75.00000000,"AD2024","RC",15/10/2024 00:00:00,15/10/2024 00:00:00,1,"DDH",2024
"ADF2N-00161","QE",327141.61100000,8108922.43100000,3607.74300000,75.00000000,"AD2024","RC",16/10/2024 00:00:00,16/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00001","QE",327039.31000000,8107800.80600000,3614.79900000,60.00000000,"AD2024","RC",2/11/2024 00:00:00,2/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00002","QE",327038.72300000,8107815.64100000,3614.62500000,60.00000000,"AD2024","RC",30/10/2024 00:00:00,30/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00003","QE",327040.92200000,8107837.29600000,3614.68200000,60.00000000,"AD2024","RC",31/10/2024 00:00:00,31/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00004","QE",327040.75800000,8107860.11000000,3614.73700000,60.00000000,"AD2024","RC",31/10/2024 00:00:00,31/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00005","QE",327041.32100000,8107881.51000000,3614.68900000,60.00000000,"AD2024","RC",31/10/2024 00:00:00,31/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00006","QE",327043.93300000,8107921.77300000,3614.86200000,60.00000000,"AD2024","RC",26/10/2024 00:00:00,26/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00007","QE",327039.07300000,8107942.77900000,3614.70300000,60.00000000,"AD2024","RC",28/10/2024 00:00:00,28/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00011","QE",327059.45500000,8107921.42700000,3614.90100000,60.00000000,"AD2024","RC",26/10/2024 00:00:00,26/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00012","QE",327093.06300000,8107868.56000000,3614.84600000,60.00000000,"AD2024","RC",1/11/2024 00:00:00,1/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00013","QE",327060.30300000,8107879.49600000,3614.65400000,60.00000000,"AD2024","RC",29/10/2024 00:00:00,29/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00014","QE",327061.07800000,8107860.12100000,3614.57300000,60.00000000,"AD2024","RC",29/10/2024 00:00:00,29/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00015","QE",327057.54100000,8107838.29200000,3614.55900000,60.00000000,"AD2024","RC",29/10/2024 00:00:00,29/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00016","QE",327057.01400000,8107819.14400000,3614.34600000,60.00000000,"AD2024","RC",30/10/2024 00:00:00,30/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00017","QE",327079.91600000,8107819.91000000,3613.85800000,60.00000000,"AD2024","RC",31/10/2024 00:00:00,31/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00018","QE",327079.98700000,8107840.47000000,3614.37100000,60.00000000,"AD2024","RC",1/11/2024 00:00:00,1/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00019","QE",327080.29700000,8107860.05000000,3614.69800000,60.00000000,"AD2024","RC",1/11/2024 00:00:00,1/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00020","QE",327078.89000000,8107880.03000000,3614.71700000,60.00000000,"AD2024","RC",31/10/2024 00:00:00,31/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00022","QE",327077.78400000,8107920.42800000,3614.78400000,60.00000000,"AD2024","RC",27/10/2024 00:00:00,27/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00023","QE",327077.65700000,8107939.54500000,3614.60600000,60.00000000,"AD2024","RC",28/10/2024 00:00:00,28/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00027","QE",327101.93000000,8107939.57600000,3615.01600000,60.00000000,"AD2024","RC",28/10/2024 00:00:00,28/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00030","QE",327100.15500000,8107880.07000000,3614.71000000,60.00000000,"AD2024","RC",1/11/2024 00:00:00,1/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00031","QE",327097.96900000,8107859.04000000,3614.66800000,60.00000000,"AD2024","RC",1/11/2024 00:00:00,1/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00033","QE",327099.62900000,8107819.76700000,3614.18400000,60.00000000,"AD2024","RC",2/11/2024 00:00:00,2/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00034","QE",327120.00600000,8107819.89500000,3614.67800000,60.00000000,"AD2024","RC",2/11/2024 00:00:00,2/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00035","QE",327120.06800000,8107840.02700000,3614.77000000,60.00000000,"AD2024","RC",2/11/2024 00:00:00,2/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00037","QE",327118.77100000,8107879.25000000,3614.79800000,60.00000000,"AD2024","RC",1/11/2024 00:00:00,2/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00049","QE",327160.05600000,8107920.70400000,3600.57600000,60.00000000,"AD2024","RC",3/11/2024 00:00:00,4/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00050","QE",327159.05500000,8107940.64200000,3600.35500000,60.00000000,"AD2024","RC",3/11/2024 00:00:00,3/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00051","QE",327164.74300000,8107959.34400000,3600.22500000,60.00000000,"AD2024","RC",4/11/2024 00:00:00,4/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00055","QE",327177.74500000,8107956.03000000,3600.80300000,60.00000000,"AD2024","RC",5/11/2024 00:00:00,5/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00056","QE",327180.26200000,8107900.31000000,3600.83500000,60.00000000,"AD2024","RC",4/11/2024 00:00:00,4/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00059","QE",327200.49600000,8107901.77700000,3601.25400000,60.00000000,"AD2024","RC",4/11/2024 00:00:00,4/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00060","QE",327194.84900000,8107939.58600000,3602.12000000,60.00000000,"AD2024","RC",5/11/2024 00:00:00,5/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00093","QE",327322.38100000,8108117.30100000,3614.72900000,60.00000000,"AD2024","RC",19/10/2024 00:00:00,19/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00094","QE",327324.16200000,8108101.47500000,3614.82000000,60.00000000,"AD2024","RC",25/10/2024 00:00:00,26/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00103","QE",327321.12100000,8107880.24100000,3614.51400000,60.00000000,"AD2024","RC",3/11/2024 00:00:00,3/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00104","QE",327340.87700000,8107879.32400000,3614.46300000,60.00000000,"AD2024","RC",2/11/2024 00:00:00,2/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00105","QE",327340.32400000,8107890.62800000,3614.83600000,60.00000000,"AD2024","RC",3/11/2024 00:00:00,3/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00110","QE",327339.06100000,8108000.37400000,3620.13700000,75.00000000,"AD2024","RC",30/10/2024 00:00:00,31/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00114","QE",327342.86100000,8108099.42900000,3614.70600000,60.00000000,"AD2024","RC",25/10/2024 00:00:00,25/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00115","QE",327338.81100000,8108117.24700000,3614.04400000,60.00000000,"AD2024","RC",19/10/2024 00:00:00,19/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00116","QE",327361.22100000,8108116.99000000,3614.15200000,60.00000000,"AD2024","RC",18/10/2024 00:00:00,19/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00117","QE",327357.08700000,8108100.28500000,3614.46700000,60.00000000,"AD2024","RC",18/10/2024 00:00:00,18/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00126","QE",327359.41800000,8107899.75400000,3615.01500000,60.00000000,"AD2024","RC",9/11/2024 00:00:00,9/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00127","QE",327380.36000000,8107883.23700000,3614.98400000,60.00000000,"AD2024","RC",4/11/2024 00:00:00,5/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00128","QE",327378.77600000,8107900.64000000,3614.96800000,60.00000000,"AD2024","RC",5/11/2024 00:00:00,5/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00129","QE",327379.78600000,8107918.83100000,3616.79500000,60.00000000,"AD2024","RC",6/11/2024 00:00:00,6/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00138","QE",327381.66400000,8108100.56500000,3614.56300000,60.00000000,"AD2024","RC",18/10/2024 00:00:00,18/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00139","QE",327385.15600000,8108117.80200000,3614.19700000,60.00000000,"AD2024","RC",17/10/2024 00:00:00,17/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00140","QE",327381.18600000,8108139.55100000,3613.93900000,60.00000000,"AD2024","RC",20/10/2024 00:00:00,20/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00141","QE",327403.25400000,8108138.38700000,3614.18900000,60.00000000,"AD2024","RC",20/10/2024 00:00:00,21/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00142","QE",327399.75100000,8108119.52500000,3614.35400000,60.00000000,"AD2024","RC",17/10/2024 00:00:00,17/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00143","QE",327401.45000000,8108099.61700000,3614.68800000,60.00000000,"AD2024","RC",18/10/2024 00:00:00,18/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00150","QE",327407.11400000,8107958.60800000,3614.84300000,60.00000000,"AD2024","RC",8/11/2024 00:00:00,8/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00151","QE",327400.39100000,8107939.76900000,3614.71700000,60.00000000,"AD2024","RC",8/11/2024 00:00:00,8/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00152","QE",327397.46500000,8107920.90700000,3614.91800000,60.00000000,"AD2024","RC",5/11/2024 00:00:00,5/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00155","QE",327419.90600000,8107920.46800000,3614.79500000,60.00000000,"AD2024","RC",7/11/2024 00:00:00,7/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00156","QE",327420.39400000,8107940.24500000,3614.61700000,60.00000000,"AD2024","RC",7/11/2024 00:00:00,7/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00157","QE",327419.79400000,8107960.20700000,3614.65700000,60.00000000,"AD2024","RC",7/11/2024 00:00:00,8/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00159","QE",327420.95500000,8108096.67600000,3614.76000000,60.00000000,"AD2024","RC",20/10/2024 00:00:00,20/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00160","QE",327419.93500000,8108116.30200000,3614.49600000,60.00000000,"AD2024","RC",21/10/2024 00:00:00,21/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00161","QE",327419.28100000,8108135.35200000,3614.39700000,60.00000000,"AD2024","RC",21/10/2024 00:00:00,21/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00163","QE",327441.86800000,8108118.90600000,3614.47200000,60.00000000,"AD2024","RC",21/10/2024 00:00:00,21/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00164","QE",327444.13100000,8108102.15900000,3614.52900000,60.00000000,"AD2024","RC",21/10/2024 00:00:00,21/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00168","QE",327441.43000000,8107940.95000000,3614.68400000,60.00000000,"AD2024","RC",9/11/2024 00:00:00,10/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00174","QE",327460.25600000,8108119.81500000,3614.38700000,60.00000000,"AD2024","RC",21/10/2024 00:00:00,22/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00176","QE",327478.35600000,8108140.48600000,3614.23100000,60.00000000,"AD2024","RC",25/10/2024 00:00:00,25/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00179","QE",327478.33000000,8108120.64000000,3614.33000000,60.00000000,"AD2024","RC",24/10/2024 00:00:00,24/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00190","QE",327498.84500000,8108119.19600000,3614.12000000,60.00000000,"AD2024","RC",24/10/2024 00:00:00,24/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00197","QE",327520.05800000,8108140.88800000,3614.61700000,60.00000000,"AD2024","RC",22/10/2024 00:00:00,22/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00203","QE",327541.68900000,8108119.23800000,3614.40300000,60.00000000,"AD2024","RC",22/10/2024 00:00:00,23/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00207","QE",327560.87600000,8108119.73800000,3614.46900000,60.00000000,"AD2024","RC",23/10/2024 00:00:00,23/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00208","QE",327559.92800000,8108099.65400000,3614.64300000,60.00000000,"AD2024","RC",23/10/2024 00:00:00,23/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00209","QE",327559.33700000,8108079.86900000,3614.97000000,60.00000000,"AD2024","RC",23/10/2024 00:00:00,23/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00212","QE",327581.04200000,8108100.54700000,3614.87900000,60.00000000,"AD2024","RC",23/10/2024 00:00:00,23/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00632","QE",327022.82100000,8107939.40500000,3614.50600000,60.00000000,"AD2024","RC",26/10/2024 00:00:00,26/10/2024 00:00:00,1,"DDH",2024
"ADF3S-00633","QE",327319.34400000,8107859.69600000,3614.44700000,60.00000000,"AD2024","RC",3/11/2024 00:00:00,3/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00634","QE",327339.87000000,8107860.02400000,3614.30800000,60.00000000,"AD2024","RC",3/11/2024 00:00:00,3/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00635","QE",327359.68600000,8107860.15600000,3614.13800000,60.00000000,"AD2024","RC",4/11/2024 00:00:00,4/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00639","QE",327360.54300000,8107877.59300000,3614.41500000,60.00000000,"AD2024","RC",2/11/2024 00:00:00,3/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00640","QE",327399.87700000,8107879.53600000,3614.71600000,60.00000000,"AD2024","RC",5/11/2024 00:00:00,5/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00646","QE",327399.42800000,8107819.84200000,3631.41300000,60.00000000,"AD2024","RC",9/11/2024 00:00:00,9/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00647","QE",327420.49500000,8107839.76700000,3629.20900000,60.00000000,"AD2024","RC",9/11/2024 00:00:00,9/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00650","QE",327444.17500000,8107860.28700000,3626.89900000,60.00000000,"AD2024","RC",8/11/2024 00:00:00,8/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00652","QE",327439.75500000,8107875.97500000,3625.68400000,60.00000000,"AD2024","RC",7/11/2024 00:00:00,7/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00653","QE",327459.52700000,8107878.31100000,3624.70500000,60.00000000,"AD2024","RC",10/11/2024 00:00:00,11/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00655","QE",327460.25800000,8107900.24900000,3623.10700000,60.00000000,"AD2024","RC",8/11/2024 00:00:00,10/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00657","QE",327482.61800000,8107943.95300000,3617.98600000,60.00000000,"AD2024","RC",5/11/2024 00:00:00,6/11/2024 00:00:00,1,"DDH",2024
"ADF3S-00659","QE",327485.65400000,8107959.09700000,3616.67200000,60.00000000,"AD2024","RC",10/11/2024 00:00:00,10/11/2024 00:00:00,1,"DDH",2024
"ADQ24-001","QE",327981.17800000,8107896.65000000,3704.66900000,60.00000000,"AD2024","RC",11/11/2024 00:00:00,11/11/2024 00:00:00,1,"DDH",2024
"ADQ24-002","QE",327999.96200000,8107899.76700000,3704.46800000,60.00000000,"AD2024","RC",11/11/2024 00:00:00,11/11/2024 00:00:00,1,"DDH",2024
"ADQ24-010","QE",327960.07200000,8107881.11200000,3705.47000000,60.00000000,"AD2024","RC",11/11/2024 00:00:00,11/11/2024 00:00:00,1,"DDH",2024
"ADQ24-011","QE",327979.87100000,8107880.51100000,3704.67700000,60.00000000,"AD2024","RC",10/11/2024 00:00:00,11/11/2024 00:00:00,1,"DDH",2024
"AQDEX17001","QE",328286.87500000,8107610.77000000,3858.58200000,1156.60000000,"GEOMET","DDH",14/9/2017 00:00:00,26/10/2017 00:00:00,1,"DDH",2017
"AQDEX17002","QE",327518.63200000,8108085.75800000,3644.89500000,978.70000000,"GEOMET","DDH",4/10/2017 00:00:00,4/11/2017 00:00:00,1,"DDH",2017
"AQDEX18001","QE",327329.19100000,8108353.17300000,3563.06100000,919.10000000,"EXPLO2018","DDH",29/10/2018 00:00:00,21/11/2018 00:00:00,1,"DDH",2018
"AQDEX18002","QE",326820.00400000,8108961.40300000,3630.87500000,758.90000000,"EXPLO2018","DDH",22/11/2018 00:00:00,18/12/2018 00:00:00,1,"DDH",2018
"AQDEX18003","QE",327561.02200000,8107824.72900000,3735.71700000,681.20000000,"EXPLO2018","DDH",6/1/2019 00:00:00,23/1/2019 00:00:00,1,"DDH",2019
"AQDEX18004","QE",327094.13900000,8108916.40500000,3690.43700000,278.10000000,"EXPLO2018","DDH",28/1/2019 00:00:00,1/3/2019 00:00:00,1,"DDH",2019
"AQDEX18004A","QE",327094.45900000,8108914.56100000,3690.13000000,834.90000000,"EXPLO2018","DDH",10/4/2019 00:00:00,1/5/2019 00:00:00,1,"DDH",2019
