X,Y,ID
328255.667,8108142.494,INFILL2024
328007.965,8108226.363,INFILL2024
327122.013,8109168.733,INFILL2024
327812.581,8108297.307,INFILL2024
327807.478,8107985.298,INFILL2024
328143.634,8108100.577,INFILL2024
326862.59,8108962.105,INFILL2024
327779.799,8108046.799,INFILL2024
327706.594,8108495.72,INFILL2024
327529.813,8108444.67,INFILL2024
327704.475,8108493.84,INFILL2024
327670.872,8108420.288,INFILL2024
327479.084,8108503.56,INFILL2024
326876.534,8109262.375,INFILL2024
327671.179,8108420.402,INFILL2024
327371.156,8107611.885,INFILL2024
327533.006,8107919.475,INFILL2024
327617.725,8107453.497,AAQ2009
327470.507,8107672.218,AAQ2009
327396.744,8107575.39,AAQ2009
327317.39,8107610.309,AAQ2009
327271.748,8107700.698,AAQ2009
327238.625,8107647.815,AAQ2009
327337.893,8107892.041,AAQ2009
327653.156,8107562.307,AAQ2009
327824.064,8107822.442,AAQ2009
328209.904,8107878.501,AAQ2009
328061.772,8107868.433,AAQ2009
328295.434,8107957.382,AAQ2009
328219.419,8107966.669,AAQ2009
328076.886,8107935.998,AAQ2009
328073.247,8108023.702,AAQ2009
327746.649,8108091.799,AAQ2009
327708.02,8107975.187,AAQ2009
327855.857,8107972.115,AAQ2009
327911.273,8108062.963,AAQ2009
328261.185,8108146.151,AAQ2009
328015.938,8108151.249,AAQ2009
327863.738,8108196.704,AAQ2009
327646.004,8108042.198,AAQ2009
327633.422,8108147.296,AAQ2009
327701.006,8108235.406,AAQ2009
327921.989,8108283.076,AAQ2009
327777.215,8108329.253,AAQ2009
327608.715,8108236.263,AAQ2009
327095.748,8108356.472,AAQ2009
327234.062,8108380.611,AAQ2009
327320.436,8108367.55,AAQ2009
326994.776,8108283.007,AAQ2009
327219.841,8108294.328,AAQ2009
327268.665,8108252.38,AAQ2009
327077.664,8108434.007,AAQ2009
326741.334,8108450.423,AAQ2009
326872,8108431.7,AAQ2009
327185.358,8108472.442,AAQ2009
326806.629,8108514.996,AAQ2009
327291.091,8108107.75,AAQ2009
327550.075,8107958.367,AAQ2009
327486.604,8107851.857,AAQ2009
327146.285,8107823.331,AAQ2009
327164.269,8107709.39,AAQ2009
327064.51,8107798.183,AAQ2009
327042.103,8107904.558,AAQ2009
326980.227,8108092.337,AAQ2009
326926.024,8108198.95,AAQ2009
327000.009,8107999.973,AAQ2009
326966.503,8108427.172,AAQ2009
327332.123,8108930.915,AAQ2009
327252.426,8108975.185,AAQ2009
327100.005,8108847.993,AAQ2009
327413.375,8108881.082,AAQ2009
327236.526,8108862.629,AAQ2009
327332.613,8108840.452,AAQ2009
326925.151,8108992.073,AAQ2009
327308.03,8108750.004,AAQ2009
326875.385,8108792.655,AAQ2009
326687.063,8108779.322,AAQ2009
326766.918,8108849.481,AAQ2009
327182.484,8108740.415,AAQ2009
326838.523,8108672.846,AAQ2009
326794.66,8108722.169,AAQ2009
326926.118,8108701.088,AAQ2009
327016.047,8108641.264,AAQ2009
327450.019,8108653.88,AAQ2009
327368.144,8108683.224,AAQ2009
327319.379,8108631.422,AAQ2009
327391.757,8108606.576,AAQ2009
326767.686,8108628.987,AAQ2009
326911.832,8108620.979,AAQ2009
327126.996,8108598.578,AAQ2009
326893.406,8108279.043,AAQ2009
327011.786,8108637.68,AAQ2009
327202.955,8108983.464,AAQ2009
327089.238,8108908.459,AAQ2009
327047.751,8109004.639,AAQ2009
326819.03,8108353.82,AAQ2009
326918.161,8108362.85,AAQ2009
326885.271,8108524.751,AAQ2009
326972.178,8108535.053,AAQ2009
326915.97,8108878.127,AAQ2009
327249.819,8108598.374,AAQ2009
326628.608,8108928.98,ADVDRILL2021
326639.31,8108939.421,ADVDRILL2021
326650.338,8108949.81,ADVDRILL2021
326660.987,8108960.136,ADVDRILL2021
326675.316,8108955.919,ADVDRILL2021
326643.023,8108924.86,ADVDRILL2021
326653.622,8108935.179,ADVDRILL2021
326664.572,8108945.525,ADVDRILL2021
326657.223,8108920.532,ADVDRILL2021
326667.722,8108931.24,ADVDRILL2021
326679.099,8108941.445,ADVDRILL2021
326689.569,8108951.521,ADVDRILL2021
326703.849,8108948.009,ADVDRILL2021
326693.036,8108936.902,ADVDRILL2021
326683.084,8108927.028,ADVDRILL2021
326672.006,8108915.958,ADVDRILL2021
326685.994,8108911.987,ADVDRILL2021
326697.093,8108923.109,ADVDRILL2021
326707.731,8108933.046,ADVDRILL2021
326718.549,8108943.424,ADVDRILL2021
326732.956,8108939.247,ADVDRILL2021
326722.138,8108928.869,ADVDRILL2021
326716.349,8108905.542,ADVDRILL2021
326725.764,8108914.068,ADVDRILL2021
326736.91,8108924.561,ADVDRILL2021
326747.292,8108934.891,ADVDRILL2021
326761.769,8108930.892,ADVDRILL2021
326750.951,8108920.514,ADVDRILL2021
326740.133,8108910.136,ADVDRILL2021
326732.905,8108903.575,ADVDRILL2021
326754.888,8108905.231,ADVDRILL2021
326766.157,8108915.622,ADVDRILL2021
327493.032,8108756.927,MP72
327117.405,8108150.194,INFILL
327127.001,8108202.148,INFILL
327496.094,8108757.702,MP72
327272.581,8108341.768,INFILL
327596.896,8108648.758,INFILL
326670.701,8108749.055,MP72
327013.074,8108781.739,MP72
326723.931,8108051.614,CONDENACION
326548.381,8108171.264,CONDENACION
327992.931,8108699.854,CONDENACION
328231.121,8108812.844,CONDENACION
328902.951,8107794.784,CONDENACION
327524.841,8108885.608,MP72
326487.071,8108849.381,MP72
327621.321,8108845.496,MP72
327449.692,8108656.454,INFILL
326598.239,8108858.115,MP72
326718.841,8108861.012,MP72
326721.686,8108861.556,MP72
326897.781,8108117.28,PITDEWATERING2022
327699.219,8107439.606,MP72
326946.446,8108926.8,MP72
327163.067,8108908.72,MP72
326952.131,8108218.674,INFILL
327056.49,8108344.304,INFILL
326963.179,8107473.058,MP72
326428.526,8108981.481,MP72
327489.415,8108991.914,MP72
326537.838,8108974.008,MP72
326538.077,8108974.027,MP72
326655.353,8108975.456,MP72
327754.636,8107563.69,MP72
327187.261,8109049.324,MP72
327266.048,8108768.845,INFILL
327054.579,8108746.733,PITDEWATERING2022
326754.797,8108599.915,PITDEWATERING2022
326838.87,8108778.977,PITDEWATERING2022
326686.776,8108766.244,PITDEWATERING2022
326786.552,8108721.158,PITDEWATERING2022
327110.017,8108489.06,PITDEWATERING2022
327652.534,8108566.324,PITDEWATERING2022
327504.635,8107614.541,MP72
327516.909,8107626.949,MQ93
327508.581,8107617.816,MQ93
327620.126,8107621.517,MP72
327735.02,8107623.972,SP70
326951.982,8109102.149,MP72
327308.736,8109108.182,MP72
327426.073,8109102.638,MP72
326463.551,8109098.706,MP72
326711.603,8109099.866,MP72
327593.86,8107684.636,SP70
327811.878,8107682.943,MP72
327321.739,8107733.313,MP72
327414.652,8107754.684,MQ93
327667.12,8107707.689,MP72
327761.155,8107726.572,SP70
328238.871,8108025.774,INFILL
327249.247,8109229.684,MP72
326650.388,8109217.387,MP72
326891.13,8109229.903,MP72
327288.174,8107778.356,MQ93
327498.828,8107764.15,MP72
327718.924,8107799.764,MP72
327871.665,8107803,MP72
328412.24,8107809.395,MP72
326923.88,8108664.421,INFILL
327068.26,8108738.826,INFILL
327263.877,8108967.859,INFILL
327371.244,8109083.538,INFILL
327215.617,8107833.943,MQ93
327264.193,8107831.491,MQ93
327330.485,8107848.751,SP70
327412.973,8107851.757,SP70
327568.035,8107838.703,MP72
327655.802,8107834.993,SP70
327938.006,8107862.888,MP72
328213.871,8108151.297,INFILL
326943.967,8109342.555,MP72
326710.887,8109348.871,MP72
326944.615,8107903.355,MP72
327107.071,8107950.718,MQ93
327177.718,8107942.37,MQ93
327210.697,8107892.398,SP70
327469.96,8107926.574,MP72
327466.519,8107922.812,MQ93
327766.912,8107892.794,MP72
327888.098,8107917.489,INFILL
327995.733,8108019.894,INFILL
328107.976,8108125.212,INFILL
328253.923,8108260.623,INFILL
326876.288,8108729.223,INFILL
327019.338,8108893.405,INFILL
327015.514,8108641.412,AAQ2007
327928.521,8107757.354,AAQ2007
327781.393,8107903.312,AAQ2007
327198.136,8108758.619,AAQ2007
327638.53,8108043.581,AAQ2007
327638.867,8108327.074,AAQ2007
327497.959,8108467.89,AAQ2007
327357.291,8108682.654,AAQ2007
327350.116,8108920.581,AAQ2007
327081.664,8108908.479,AAQ2007
326943.054,8109234.273,AAQ2007
327350.116,8108920.581,AAQ2007
328402.281,8108091.384,MQ96
327236.409,8108000.646,MQ96
326890.481,8108277.734,MQ96
327166.751,8109206.174,MQ96
326672.701,8109147.654,MQ96
326784.701,8109337.704,MQ96
328271.611,8107850.114,MQ96
328364.601,8107978.224,MQ96
328121.801,8107858.534,MQ96
328252.521,8108033.534,MQ96
327352.571,8107689.704,MQ96
327889.096,8107736.31,MQ96
328002.134,8107881.093,MQ96
328120.781,8108008.644,MQ96
327600.83,8107536.921,MQ96
328209.681,8108175.434,MQ96
328215.591,8108172.614,MQ96
327744.144,8107673.572,MQ96
327817.941,8107866.314,MQ96
327559.687,8107611.107,MQ96
327455.621,8107522.744,MQ96
328100.266,8108203.295,MQ96
327274.711,8107637.294,MQ96
327955.701,8108101.814,MQ96
327707.441,8107870.134,MQ96
327815.931,8108009.854,MQ96
327450.097,8107786.017,MQ96
327653.841,8108705.224,MQ96
327402.228,8108521.092,MQ96
327282.691,8108526.384,MQ96
326922.771,8108420.654,MQ96
327103.811,8108631.014,MQ96
327768.941,8108240.514,MQ96
327150.301,8108784.534,MQ96
327297.231,8108963.374,MQ96
326876.931,8108719.644,MQ96
326866.601,8108989.764,MQ96
326548.961,8109367.624,MQ96
326442.881,8109226.154,MQ96
326312.691,8109137.484,MQ96
327462.681,8108161.044,MQ96
327291.291,8108045.404,MQ96
327227.671,8108077.144,MQ96
327848.481,8108324.08,MQ96
327479.961,8108310.164,MQ96
327428.721,8108359.294,MQ96
327274.501,8108256.604,MQ96
327136.651,8108220.344,MQ96
327420.611,8108542.244,MQ96
327101.511,8107657.204,MQ96
327466.101,8108102.024,MQ96
327116.601,8107748.834,MQ96
327343.991,8108031.914,MQ96
328292.231,8108263.174,MQ96
327647.914,8108410.873,MQ96
327668.821,8108505.814,MQ96
327455.371,8108278.204,MQ96
327525.99,8108474.914,MQ96
327541.011,8108578.014,MQ96
326980.241,8108095.554,MQ96
327495.251,8108628.094,MQ96
327446.917,8108594.933,MQ96
326944.048,8108148.44,MQ96
327286.811,8108478.134,MQ96
327754.441,8107835.714,MQ96
327413.881,8108684.974,MQ96
327510.441,8108816.534,MQ96
327372.221,8108770.154,MQ96
327473.761,8108876.908,MQ96
326893.631,8108280.904,MQ96
327059.741,8108530.774,MQ96
326857.891,8108457.614,MQ96
326673.204,8108302.259,MQ96
326925.504,8108573.022,MQ96
327310.481,8109037.494,MQ96
326827.391,8108595.614,MQ96
326736.331,8108537.844,MQ96
326945.031,8108793.404,MQ96
327125.951,8109040.974,MQ96
326664.211,8108585.414,MQ96
326764.381,8108753.194,MQ96
326653.843,8108690.373,MQ96
327035.101,8109132.804,MQ96
326520.991,8108656.964,MQ96
327549.821,8107741.244,MQ96
326556.874,8108762.422,MQ96
326750.101,8108964.934,MQ96
326936.511,8109173.694,MQ96
326660.432,8108898.116,MQ96
327076.711,8109349.404,MQ96
326557.03,8108906.823,MQ96
326792.991,8109168.05,MQ96
326614.826,8109039.765,MQ96
327612.751,8107775.294,MQ96
328002.573,8108227.976,MQ96
327744.871,8107938.704,MQ96
327574.001,8107900.684,MQ96
327825.261,8108157.914,MQ96
327631.701,8108010.409,MQ96
327874.471,8108268.044,MQ96
327685.591,8108131.684,MQ96
327468.551,8107976.864,MQ96
327732.991,8108295.744,MQ96
327306.301,8107907.634,MQ96
327611.121,8108306.594,MQ96
327738.621,8108455.314,MQ96
327413.718,8107580.785,MQ96
327357.751,8108084.854,MQ96
327095.081,8107870.594,MQ96
327433.471,8108219.854,MQ96
327307.509,8108203.321,MQ96
327025.921,8107965.684,MQ96
327076.721,8108027.194,MQ96
327263.481,8108359.224,MQ96
327067.351,8108218.054,MQ96
327512.391,8108679.434,MQ96
327409.091,8107653.974,MQ96
326982.811,8108218.684,MQ96
327434.701,8108831.684,MQ96
327420.441,8108963.204,MQ96
327255.221,8108777.494,MQ96
326828.781,8108496.064,MQ96
327004.551,8108697.314,MQ96
327102.411,8108913.794,MQ96
327261.201,8109105.484,MQ96
326740.633,8108676.6,MQ96
327939.331,8108230.384,MQ96
327131.211,8109109.324,MQ96
326834.291,8108832.624,MQ96
326988.541,8109008.134,MQ96
327123.171,8109257.944,MQ96
326988.601,8109246.654,MQ96
326842.291,8109104.894,MQ96
326789.111,8109253.634,MQ96
326863.041,8109340.894,MQ96
326575.331,8109105.134,MQ96
326542.821,8109230.714,MQ96
328653.551,8109102.904,GEOT
327988.759,8109058.15,GEOT
326568.165,8110005.512,GEOT
328918.309,8108542.784,GEOT
327274.808,8107901.838,AAQ2008
327265.964,8107830.118,AAQ2008
327323.188,8107733.344,AAQ2008
327375.103,8107787.75,AAQ2008
327158.358,8107972.914,AAQ2008
327082.304,8108088.32,AAQ2008
327288.377,8107971.654,AAQ2008
327302.378,8108039.676,AAQ2008
327224.291,8108075.092,AAQ2008
327143.217,8108158.882,AAQ2008
327203.783,8108188.143,AAQ2008
327069.866,8108214.804,AAQ2008
327112.156,8108289.967,AAQ2008
327047.804,8109206.521,AAQ2008
327181.412,8109127.689,AAQ2008
327377.531,8109085.455,AAQ2008
327126.26,8108975.691,AAQ2008
327068.651,8109070.69,AAQ2008
327028.183,8108956.479,AAQ2008
326864.002,8108901.311,AAQ2008
326881.682,8109082.426,AAQ2008
326739.357,8109021.638,AAQ2008
327064.594,8108743.193,AAQ2008
327438.217,8108780.764,AAQ2008
326968.41,8108861.953,AAQ2008
326821.092,8108984.866,AAQ2008
327167.348,8108629.955,AAQ2008
327530.631,8108180.679,AAQ2008
327252.67,8108474.026,AAQ2008
327613.581,8108382.312,AAQ2008
327339.661,8107973.005,MQ93
327411.284,8107990.491,SP70
327409.14,8107991.524,SP70
327544.813,8107963.827,MQ93
327629.06,8107945.944,MP72
327708.126,8107978.337,MQ93
327762.939,8107996.942,SP70
327854.934,8107974.252,MQ93
327925.421,8107983.321,SP70
327934.569,8107992.368,MQ93
327988.067,8107947.682,MQ93
328219.581,8107966.461,MQ93
328295.294,8107957.93,MQ93
327048.113,8109485.048,MQ93
326936.09,8108880.083,INFILL
327035.957,8108966.407,INFILL
327053.648,8108988.49,INFILL
327157.691,8109080.779,INFILL
326637.831,8109473.374,MP72
326837.55,8109479.214,MQ93
327121.035,8108024.161,MQ93
327478.571,8108031.117,MP72
327589.534,8108003.967,MQ93
327994.549,8108031.507,SP70
328073.303,8108022.941,MQ93
328168.848,8108001.98,MQ93
328343.69,8108050.689,MP72
328340.107,8108047.175,MQ93
328459.939,8108051.995,MP72
326932.721,8109551.903,MQ93
327077.157,8108085.787,MQ93
327421.703,8108077.373,SP70
327515.564,8108116.495,MQ93
327546.184,8108075.143,SP70
327704.496,8107942.074,INFILL
327746.255,8108091.943,MQ93
327834.504,8108091.527,MP72
327828.796,8108091.531,MQ93
327915.795,8108071.048,MQ93
327914.94,8108069.75,MQ93
328001.195,8108094.664,SP70
327906.898,8108135.092,INFILL
328095.33,8108096.205,SP70
328094.818,8108095.234,MQ93
328178.062,8108073.583,SP70
327351.697,8108118.822,PITDEWATERING2022
327198.856,8109244.844,INFILL
327050.04,8108144.338,MP72
327141.832,8108158.315,MQ93
327190.839,8108126.498,SP70
327375.522,8108158.067,SP70
327462.078,8108161.489,MP72
327633.107,8108152.005,MQ93
327750.818,8108162.912,MP72
327925.062,8108160.932,MP72
328079.587,8108136.899,MQ93
328164.994,8108164.734,MP72
328244.147,8108143.697,MQ93
328396.21,8108165.798,MP72
326839.725,8108139.062,MP72
326616.074,8108777.862,INFILL
326714.786,8108860.479,INFILL
326831.32,8108986.09,INFILL
326947.878,8109085.367,INFILL
327019.555,8108190.128,MQ93
327131.694,8108212.653,SP70
327544.794,8107858.002,INFILL
327596.203,8108208.855,MQ93
327702.574,8108234.37,MQ93
327909.036,8108262.323,INFILL
327270.723,8107723.666,INFILL
327377.959,8108243.793,MP72
327459.175,8108283.013,SP70
327553.555,8108296.261,MP72
327551.018,8108295.542,MQ93
327580.768,8108007.34,INFILL
327825.708,8108270.413,SP70
327683.801,8108105.012,INFILL
328109.374,8108298.568,MP72
326896.275,8108281.687,MP72
327538.82,8108663.4,PITDEWATERING2022
327225.543,8108651.586,PITDEWATERING2022
327044.008,8108627.734,PITDEWATERING2022
326480.46,8109956.52,SAN MARTIN 2015
326240.46,8109755.52,SAN MARTIN 2015
326901.46,8110406.52,SAN MARTIN 2015
326894.46,8109978.52,SAN MARTIN 2015
327751.46,8109135.52,SAN MARTIN 2015
326692.46,8109775.52,SAN MARTIN 2015
327322.46,8109568.52,SAN MARTIN 2015
326464.46,8110410.52,SAN MARTIN 2015
326627.084,8108858.456,INFILL
326733.158,8108980.176,INFILL
327322.727,8108339.658,SP70
327658.702,8108310.229,SP70
326604.004,8108977.059,INFILL
326617.051,8108950.786,INFILL
326713.927,8109067.535,INFILL
326790.358,8109172.199,INFILL
326937.201,8109276.876,INFILL
327021.828,8108356.575,MP72
327436.614,8108367.049,SP70
327497.599,8108392.476,MP72
327560.96,8108398.378,MP72
327704.411,8108375.897,SP70
327800.624,8108399.396,MP72
327922.865,8108404.426,MP72
326723.686,8108378.354,MP72
327337.754,8108467.269,SP70
327439.175,8108452.668,MP72
327511.699,8108097.503,INFILL
327554.375,8108219.897,INFILL
327685.313,8108320.398,INFILL
326726.78,8109265.605,INFILL
327151.263,8107804.596,INFILL
327194.622,8107923.816,INFILL
327339.956,8108028.875,INFILL
326612.113,8109158.402,INFILL
327022.595,8108488.539,SP70
327150.431,8108509.364,SP70
327206.676,8108005.823,INFILL
327469.767,8108537.278,SP70
327611.982,8108522.355,MP72
327750.698,8108519.946,MP72
327493.347,8108346.164,INFILL
327856.118,8108515.178,MP72
326665.477,8108519.201,MP72
327041.992,8107900.496,INFILL
327330.821,8108548.714,SP70
326552.427,8109223.498,INFILL
326479.328,8108618.705,MP72
327556.113,8108636.676,MP72
327274.805,8108246.031,INFILL
327678.025,8108633.634,MP72
327803.921,8108636.633,MP72
326592.687,8108615.908,MP72
